Row	Tree	Block	nursery_id	PLANTID	apple_id	rGrid	cGrid	pGrid
6	33	South	8232	Korobovka	773	2	3	32
6	34	South	11301	"Ruhm aus Kirchwarder"	1127	2	3	33
6	35	South	13020	Sylvia	1194	2	3	34
6	36	South	1063	Judeline	21	2	3	35
6	37	South	9253	Khashabi	891	2	3	36
6	38	South	7253	S42-40-09	674	2	3	37
6	39	South	1320	"KAZ 96 09-01P-2"	1294	2	3	38
6	40	South	3258	"KAS 11"	249	2	3	39
6	41	South	7019	S47-23-22	602	2	3	40
6	42	South	13101	Ambrosia	1216	3	3	22
6	43	South	9032	Kile	817	3	3	23
6	44	South	11324	"Suislepas Rozabols"	1135	3	3	24
6	45	South	6018	"Apfel aus Grunheide"	500	3	3	25
6	46	South	3330	"KAR 90"	273	3	3	26
6	47	South	9061	Ermak	827	3	3	27
6	48	South	6255	Cannonball	577	3	3	28
6	49	South	6027	"Berner Rosen"	503	3	3	29
6	50	South	6152	Boche	543	3	3	30
6	51	South	1285	"K: 1107"	93	3	3	31
6	52	South	5020	"Directeur Lesage"	393	3	3	32
6	53	South	1237	NY74828	77	3	3	33
6	54	South	6030	"Doux Normandie"	504	3	3	34
6	55	South	9103	Kinsei	841	3	3	35
6	56	South	10233	"Muscadet de Dieppe"	990	3	3	36
6	57	South	3279	Boughsweet	256	3	3	37
6	58	South	5005	"Belle Imperiale"	388	3	3	38
6	59	South	2310	Summerred	169	3	3	39
6	60	South	11222	"Reineta do Caravia"	1101	3	3	40
6	61	South	9251	"Grise Dieppoise"	890	3	3	41
6	62	South	5200	Canavial-14	453	3	3	42
8	1	South	9146	Euzia	855	1	4	22
8	2	South	13137	Honeycrisp	1223	1	4	23
8	3	South	4173	"Sid the Kid"	335	1	4	24
8	4	South	9325	Primrouge	914	1	4	25
8	5	South	3153	"KAZ 96 08-16"	217	1	4	26
8	6	South	6213	Dunning	563	1	4	27
8	7	South	5167	Charlamoff	442	1	4	28
8	8	South	3234	MN1849	241	1	4	29
8	9	South	5254	"Deacon Jones"	471	1	4	30
8	10	South	7285	S19-15-03	685	1	4	31
8	11	South	9281	Kosmonaut	899	1	4	32
8	12	South	1254	Reglindis	83	1	4	33
8	13	South	8197	"Gros Frequin"	761	1	4	34
8	14	South	6135	"Binet Rouge"	537	1	4	35
8	15	South	11096	Martha	1060	1	4	36
8	16	South	7202	S47-23-52	657	1	4	37
8	17	South	1303	"Egremont Russet"	99	1	4	38
8	18	South	10315	"Maiden Blush"	1017	1	4	39
8	19	South	8023	"Hardy Cumberland"	703	1	4	40
8	20	South	8214	Livadiyskoye	767	1	4	41
8	21	South	3075	Domaine	196	1	4	42
8	22	South	13099	Ambrosia	1216	2	4	21
8	23	South	12060	Wright	1159	2	4	22
8	24	South	8224	"Golden Russet"	770	2	4	23
8	25	South	5028	"Crow Egg"	396	2	4	24
8	26	South	1162	"SPA 505"	53	2	4	25
8	27	South	6033	Alkmene	505	2	4	26
8	28	South	11124	"Red Ralls"	1068	2	4	27
8	29	South	2147	"KAZ 96 03-15"	127	2	4	28
8	30	South	12063	"Tydemans Early Worcester"	1160	2	4	29
8	31	South	1153	Maigold	51	2	4	30
8	32	South	10054	Orei	931	2	4	31
8	33	South	1287	S47-20-037	94	2	4	32
8	34	South	3114	Idagold	206	2	4	33
8	35	South	3219	"SJC A 37+"	237	2	4	34
8	36	South	6228	"Annie Elizabeth"	568	2	4	35
8	37	South	4033	"KAS 66"	293	2	4	36
8	38	South	2195	Cortland	134	2	4	37
8	39	South	5113	"Bessemianka Michurina"	424	2	4	38
8	40	South	8089	Jonagram	725	2	4	39
8	41	South	12093	"Stembridge Cluster"	1169	2	4	40
8	42	South	13119	SweeTango	1232	3	4	22
8	43	South	6294	Jonasty	587	3	4	23
8	44	South	4017	"KAS 50"	288	3	4	24
8	45	South	1225	"Sir Prize"	74	3	4	25
8	46	South	6150	"Del Cirio"	542	3	4	26
8	47	South	2279	"Fuji Red Sport Type 2"	160	3	4	27
8	48	South	8308	"Hall Keeper"	798	3	4	28
8	49	South	6105	Balancier	1240	3	4	29
8	50	South	9140	Komlensk	853	3	4	30
8	51	South	7186	S47-25-82	653	3	4	31
8	52	South	7055	S47-21-25	611	3	4	32
8	53	South	4194	"KAS 20"	342	3	4	33
8	54	South	11132	"Red Cinnamon"	1071	3	4	34
8	55	South	8247	Idajon	778	3	4	35
8	56	South	11319	"Trembletts Bitter"	1133	3	4	36
8	57	South	6282	Milwaukee	1230	3	4	37
8	58	South	2243	"Marshall McIntosh"	148	3	4	38
8	59	South	11108	"Reinette Thouin"	1063	3	4	39
8	60	South	10081	Oriole	940	3	4	40
8	61	South	8194	King	760	3	4	41
8	62	South	10202	"Mitschurins Samenloser"	980	3	4	42
10	1	South	4164	"KAS 44"	332	1	5	22
10	2	South	13094	Ambrosia	1216	1	5	23
10	3	South	10057	Paulista	932	1	5	24
10	4	South	9193	Honora	871	1	5	25
10	5	South	10029	"Richland Crab"	923	1	5	26
10	6	South	4263	"KAR 31"	361	1	5	27
10	7	South	5217	Drakenstein	459	1	5	28
10	8	South	1252	Remura	82	1	5	29
10	9	South	3014	"GMAL 3310"	180	1	5	30
10	10	South	7114	S47-21-29	631	1	5	31
10	11	South	11088	Malabols	1057	1	5	32
10	12	South	6242	"Bashkirian Beauty"	573	1	5	33
10	13	South	5064	"Clear Heart"	408	1	5	34
10	14	South	9145	Euzia	855	1	5	35
10	15	South	9059	Goldsmith	826	1	5	36
10	16	South	3345	"KAR 91"	278	1	5	37
10	17	South	13054	"St. Anna Rode Boskoop"	1205	1	5	38
10	18	South	9269	Gilliflower	896	1	5	39
10	19	South	6144	Dukat	540	1	5	40
10	20	South	4329	"Black Crofton"	383	1	5	41
10	21	South	5220	Akero	460	1	5	42
10	22	South	13115	SweeTango	1232	2	5	21
10	23	South	8230	"Kitaika Zolotaia Ranniaia"	772	2	5	22
10	24	South	7300	S10-16-14	690	2	5	23
10	25	South	1192	Aroma	63	2	5	24
10	26	South	1216	MN1797	71	2	5	25
10	27	South	10206	"Prairie Spy"	981	2	5	26
10	28	South	9073	"Jewett Red"	831	2	5	27
10	29	South	7094	S42-08-08	624	2	5	28
10	30	South	2049	"Kaz 95 06-08"	1250	2	5	29
10	31	South	10213	Pigeonnet	983	2	5	30
10	32	South	6120	Crookston	533	2	5	31
10	33	South	4177	"KAR 2"	336	2	5	32
10	34	South	6047	Charden	510	2	5	33
10	35	South	11295	"Reinette van Ekenstein"	1125	2	5	34
10	36	South	4125	"KAR 99"	319	2	5	35
10	37	South	1134	Melrose	45	2	5	36
10	38	South	3290	"KAS 60"	260	2	5	37
10	39	South	3203	MN1802	233	2	5	38
10	40	South	4060	"KAR 105"	300	2	5	39
10	41	South	6111	"Berlepsch Red"	530	2	5	40
10	42	South	13142	Honeycrisp	1223	3	5	22
10	43	South	3198	"Coxs Orange"	231	3	5	23
10	44	South	10044	Marquesa	928	3	5	24
10	45	South	1309	"Kaz 95 05-01P-5"	1246	3	5	25
10	46	South	4191	"KAS 8"	341	3	5	26
10	47	South	4039	"KAS 47"	1226	3	5	27
10	48	South	7058	S47-21-32	612	3	5	28
10	49	South	6221	Benham	566	3	5	29
10	50	South	6167	"Belle de Boskoop"	548	3	5	30
10	51	South	1227	Resi	75	3	5	31
10	52	South	8103	"Gold Canel"	730	3	5	32
10	53	South	4219	"KAR 32"	347	3	5	33
10	54	South	2303	"Granny Smith"	167	3	5	34
10	55	South	10225	"Red Spy"	987	3	5	35
10	56	South	7289	S10-13-28	686	3	5	36
10	57	South	6233	"Bowden Seedling"	570	3	5	37
10	58	South	3018	Viking	181	3	5	38
10	59	South	5298	Brettacher	486	3	5	39
10	60	South	1149	8S-29-18	50	3	5	40
10	61	South	9092	"Granite Beauty"	837	3	5	41
10	62	South	10294	Metais	1010	3	5	42
12	1	South	3270	Sayaka	253	1	6	22
12	2	South	13113	SweeTango	1232	1	6	23
12	3	South	10257	Primate	998	1	6	24
12	4	South	8209	"Hudson's Golden Gem"	765	1	6	25
12	5	South	5035	Carroll	398	1	6	26
12	6	South	10303	"Old Pearmain"	1013	1	6	27
12	7	South	10110	Reta	950	1	6	28
12	8	South	3222	Chinook	238	1	6	29
12	9	South	4147	Evangeline	326	1	6	30
12	10	South	1264	"SJC 686-1"	86	1	6	31
12	11	South	12070	Sinta	1239	1	6	32
12	12	South	1084	Macfree	28	1	6	33
12	13	South	3189	"Reinette Russet"	228	1	6	34
12	14	South	7082	Sunrise	620	1	6	35
12	15	South	3147	"KAZ 95 08-06"	215	1	6	36
12	16	South	8037	Jonathan	708	1	6	37
12	17	South	5326	"Early Joe"	495	1	6	38
12	18	South	5053	Alpinist	404	1	6	39
12	19	South	5046	Crollon	402	1	6	40
12	20	South	3026	Monroe	183	1	6	41
12	21	South	2214	"Rambo-Red Summer"	140	1	6	42
12	22	South	13140	Honeycrisp	1223	2	6	21
12	23	South	9311	"King Edward VII"	909	2	6	22
12	24	South	3131	"GMAL 3244"	211	2	6	23
12	25	South	12081	"Tom Putt"	1165	2	6	24
12	26	South	1030	Vanda	10	2	6	25
12	27	South	11013	Nanny	1032	2	6	26
12	28	South	9308	Feuillard	908	2	6	27
12	29	South	10033	"Oliver or Senator"	924	2	6	28
12	30	South	5124	Brazil	428	2	6	29
12	31	South	4243	"KAS 19"	355	2	6	30
12	32	South	2130	"KAZ 96 08-01P-37"	1291	2	6	31
12	33	South	9164	"Lemon Pippin"	861	2	6	32
12	34	South	2261	Clivia	154	2	6	33
12	35	South	1257	Murray	84	2	6	34
12	36	South	5275	"Bob White"	478	2	6	35
12	37	South	12111	Tioga	1175	2	6	36
12	38	South	4093	"KAS 70"	310	2	6	37
12	39	South	5323	"Blanc Mollet"	494	2	6	38
12	40	South	11178	"Pomme Grise"	1086	2	6	39
12	41	South	6204	Champlain	560	2	6	40
12	42	South	13097	Ambrosia	1216	3	6	22
12	43	South	9188	Foxwhelp	869	3	6	23
12	44	South	8253	Goodland	780	3	6	24
12	45	South	10108	Malinda	949	3	6	25
12	46	South	11027	Redgold	1037	3	6	26
12	47	South	10329	"March #1"	1022	3	6	27
12	48	South	9136	"Ikorocavka Alaja"	852	3	6	28
12	49	South	7085	S42-39-10	621	3	6	29
12	50	South	6069	Barry	517	3	6	30
12	51	South	5316	Beforest	492	3	6	31
12	52	South	4111	"KAR 82"	316	3	6	32
12	53	South	5175	Atlas	445	3	6	33
12	54	South	10039	Oswego	926	3	6	34
12	55	South	11070	Paragon	1051	3	6	35
12	56	South	2346	"KAZ 96 07-03"	1284	3	6	36
12	57	South	5187	Delikates	449	3	6	37
12	58	South	10300	Murasaki	1012	3	6	38
12	59	South	11286	Melon	1122	3	6	39
12	60	South	9125	"Jakob Fischer"	848	3	6	40
12	61	South	6024	Cartigny	502	3	6	41
12	62	South	11234	"Reinette Jaeghers"	1105	3	6	42
14	1	South	3040	"Finson's Orange"	187	1	7	22
14	2	South	13141	Honeycrisp	1223	1	7	23
14	3	South	3035	"KAZ 96 08-15"	185	1	7	24
14	4	South	2078	"Kaz 95 18-06"	117	1	7	25
14	5	South	4137	"KAR 114"	323	1	7	26
14	6	South	12048	"Zoete Ermgaard"	1155	1	7	27
14	7	South	12018	"Schoner aus Miltenberg"	1145	1	7	28
14	8	South	4140	"KAR 111"	324	1	7	29
14	9	South	11186	Ogden	1089	1	7	30
14	10	South	5095	Anisim	418	1	7	31
14	11	South	8272	"Geoagiu 21"	786	1	7	32
14	12	South	4245	"KAR 25"	356	1	7	33
14	13	South	5158	"Blenheim Orange"	439	1	7	34
14	14	South	11085	"Renetta Dorata"	1056	1	7	35
14	15	South	11166	Paulared	1082	1	7	36
14	16	South	6200	"Adersleber Kalvill"	559	1	7	37
14	17	South	2063	"Kaz 95 08-06"	1254	1	7	38
14	18	South	2091	"Kaz 95 08-04"	120	1	7	39
14	19	South	10339	"Pomme Cloche"	1025	1	7	40
14	20	South	3252	"Geneva early"	247	1	7	41
14	21	South	6173	"Binet Blanc"	550	1	7	42
14	22	South	13098	Ambrosia	1216	2	7	21
14	23	South	2193	"Banon's Seedling"	133	2	7	22
14	24	South	5002	"Charles Ross"	387	2	7	23
14	25	South	1120	Braeburn	40	2	7	24
14	26	South	3053	Burgundy	191	2	7	25
14	27	South	6252	"Tom McLean"	576	2	7	26
14	28	South	1081	NA	27	2	7	27
14	29	South	6195	"Amere de Bellevue"	557	2	7	28
14	30	South	1138	"8C 18 30"	46	2	7	29
14	31	South	11040	"Marin Onfroy"	1041	2	7	30
14	32	South	1072	Britegold	24	2	7	31
14	33	South	3083	"KAZ 96 05-05"	1282	2	7	32
14	34	South	1204	Elstar	67	2	7	33
14	35	South	3057	Surprise	192	2	7	34
14	36	South	8125	Greendale	737	2	7	35
14	37	South	5080	Discovery	413	2	7	36
14	38	South	2081	"Kaz 95 08-01"	1252	2	7	37
14	39	South	8239	Karastojanka	775	2	7	38
14	40	South	9323	Loyalist	913	2	7	39
14	41	South	4030	"KAR 88"	292	2	7	40
14	42	South	13123	SweeTango	1232	3	7	22
14	43	South	3225	Empress	239	3	7	23
14	44	South	11006	"Lorna Doone"	1030	3	7	24
14	45	South	11307	Smordodina	1129	3	7	25
14	46	South	10078	"Merton Delight"	939	3	7	26
14	47	South	11261	Oldenburg	1114	3	7	27
14	48	South	5184	"Black Oxford"	448	3	7	28
14	49	South	6237	Amelia	571	3	7	29
14	50	South	7117	S47-25-48	632	3	7	30
14	51	South	6296	"Reine des Reinettes"	588	3	7	31
14	52	South	3176	Spartan	224	3	7	32
14	53	South	9080	Hoover	833	3	7	33
14	54	South	12086	"Yellow Bellflower"	1167	3	7	34
14	55	South	11157	"Northern Lights"	1079	3	7	35
14	56	South	12009	"Saltcote Pipin"	1142	3	7	36
14	57	South	6102	"Dunkerton Late Sweet"	528	3	7	37
14	58	South	1105	"8B 14 56"	35	3	7	38
14	59	South	10095	"Pomme Thoury"	945	3	7	39
14	60	South	5164	"Brown's Apple"	441	3	7	40
14	61	South	1117	Keepsake	39	3	7	41
14	62	South	6194	"Amere de Bellevue"	557	3	7	42
16	1	South	2318	Empire	171	1	8	22
16	2	South	13096	Ambrosia	1216	1	8	23
16	3	South	10195	Macoun	1229	1	8	24
16	4	South	10276	Lurared	1004	1	8	25
16	5	South	11073	"Pott's Seedling"	1052	1	8	26
16	6	South	4045	"KAR 101"	296	1	8	27
16	7	South	8218	Frequin	768	1	8	28
16	8	South	5320	"Anis Aliy K-32"	493	1	8	29
16	9	South	11025	"Purpurroter Cousinot"	1036	1	8	30
16	10	South	11313	Starking	1131	1	8	31
16	11	South	3086	"Barenhecke 3 x Klipphausen"	199	1	8	32
16	12	South	1066	Voinea	22	1	8	33
16	13	South	7136	S23-04-570	638	1	8	34
16	14	South	8062	"Inducoa No. II"	716	1	8	35
16	15	South	10099	"Middleton Fameuse"	946	1	8	36
16	16	South	3045	Jonamac	188	1	8	37
16	17	South	5233	Brunnerling	464	1	8	38
16	18	South	2187	"Rhode Island Greening"	131	1	8	39
16	19	South	2001	"Kaz 95 05-01P-22"	1242	1	8	40
16	20	South	4015	"KAS 61"	287	1	8	41
16	21	South	2250	"James Grieve (Red Rosamund strain)"	150	1	8	42
16	22	South	13118	SweeTango	1232	2	8	21
16	23	South	4276	"Circassian Apple"	365	2	8	22
16	24	South	5235	"Coat Jersey"	465	2	8	23
16	25	South	9094	Herma	838	2	8	24
16	26	South	1242	Novamac	79	2	8	25
16	27	South	10185	Redwell	975	2	8	26
16	28	South	1057	"Crimson Crisp"	19	2	8	27
16	29	South	3110	Gala	205	2	8	28
16	30	South	8106	Launette	731	2	8	29
16	31	South	9110	"Erwin Bauer"	843	2	8	30
16	32	South	9277	"Exeter Cross"	898	2	8	31
16	33	South	4021	"KAR 112"	289	2	8	32
16	34	South	9034	Huidobro	818	2	8	33
16	35	South	4306	"Dekkers Glorie"	375	2	8	34
16	36	South	2181	"KAZ 96 09-02"	1296	2	8	35
16	37	South	3102	"KAZ 96 08-17"	1292	2	8	36
16	38	South	2024	"Kaz 95 18-02P-20"	108	2	8	37
16	39	South	7205	S29-08-17	658	2	8	38
16	40	South	8014	S16-15-106	700	2	8	39
16	41	South	4287	Dudley	369	2	8	40
16	42	South	13144	Honeycrisp	1223	3	8	22
16	43	South	12144	"San Juan"	1186	3	8	23
16	44	South	10147	"Mleevskaya Crasavitsa"	962	3	8	24
16	45	South	11061	"Red Cox's Pomona"	1048	3	8	25
16	46	South	9142	"Golden Precoce"	854	3	8	26
16	47	South	6258	Ribston	1233	3	8	27
16	48	South	10117	Novinka	952	3	8	28
16	49	South	10063	"Ottawa 292"	934	3	8	29
16	50	South	11175	Medina	1085	3	8	30
16	51	South	5134	Arkansas	431	3	8	31
16	52	South	5146	Bean	435	3	8	32
16	53	South	12039	Williams	1152	3	8	33
16	54	South	6114	"C'Huero Biz Bras"	531	3	8	34
16	55	South	7247	S38-03-25	672	3	8	35
16	56	South	2216	"Red Apple"	141	3	8	36
16	57	South	10251	Rokewood	996	3	8	37
16	58	South	10245	Nittany	994	3	8	38
16	59	South	6147	"Arkad Zimnyi"	541	3	8	39
16	60	South	10311	"Monmouth Beauty"	1016	3	8	40
16	61	South	2054	"Kaz 95 18-11"	113	3	8	41
16	62	South	11249	"Red Canel"	1110	3	8	42
18	1	South	5004	"Belle Imperiale"	388	1	9	22
18	2	South	13116	SweeTango	1232	1	9	23
18	3	South	13006	"Worcester Pearmain"	1189	1	9	24
18	4	South	9043	Ingram	821	1	9	25
18	5	South	8260	Harcourt	782	1	9	26
18	6	South	2133	"KAZ 96 02-01P-6"	123	1	9	27
18	7	South	2255	"Kimball McIntosh 2-4-4-4"	152	1	9	28
18	8	South	10285	Maunzenapfel	1007	1	9	29
18	9	South	13084	Vogelcalville	1215	1	9	30
18	10	South	7070	S41-11-03	616	1	9	31
18	11	South	8274	Kanorkowa	787	1	9	32
18	12	South	2010	"KAZ 96 06-01P-23"	105	1	9	33
18	13	South	11184	Quindell	1088	1	9	34
18	14	South	9190	Langworthy	870	1	9	35
18	15	South	8091	"Lombart's Calville"	726	1	9	36
18	16	South	7235	S31-04-41	668	1	9	37
18	17	South	5135	Earliblaze	432	1	9	38
18	18	South	6261	Astrachan	578	1	9	39
18	19	South	7277	S19-33-04	682	1	9	40
18	20	South	1164	8S-26-52	54	1	9	41
18	21	South	2166	"KAZ 96 09-01P-4"	130	1	9	42
18	22	South	13138	Honeycrisp	1223	2	9	21
18	23	South	11048	Milton	1044	2	9	22
18	24	South	11082	"Red Joaneting"	1055	2	9	23
18	25	South	9134	"Johannes Bottner"	851	2	9	24
18	26	South	4252	"Heart of Gold"	357	2	9	25
18	27	South	9161	"Elisa Ratkee"	860	2	9	26
18	28	South	1273	Galarina	89	2	9	27
18	29	South	10071	"Ohio Nonpareil"	937	2	9	28
18	30	South	11018	"Nitschners Erdbeerapfel"	1034	2	9	29
18	31	South	12068	"Zimnieje Piervoskhodnoie"	1162	2	9	30
18	32	South	6231	"Bella di Pontoise"	569	2	9	31
18	33	South	7255	S19-23-52	675	2	9	32
18	34	South	11003	"Norfolk Royal"	1029	2	9	33
18	35	South	3039	"Pacific Gold"	186	2	9	34
18	36	South	5056	"Belle de Nordhaussen"	405	2	9	35
18	37	South	5131	"Devonshire Quarrenden"	430	2	9	36
18	38	South	8029	"King Harry"	705	2	9	37
18	39	South	4212	"KAR 29"	1225	2	9	38
18	40	South	1020	Novaspy	7	2	9	39
18	41	South	11172	"Paides Ziemas Abols"	1084	2	9	40
18	42	South	13100	Ambrosia	1216	3	9	22
18	43	South	5025	Alton	395	3	9	23
18	44	South	3021	"Ozark Gold"	182	3	9	24
18	45	South	5268	Antonovka	476	3	9	25
18	46	South	5223	"Beauty of Bath"	461	3	9	26
18	47	South	10231	"Roxbury Russet"	989	3	9	27
18	48	South	3228	"Gloster 69"	1219	3	9	28
18	49	South	10024	"Red Belflower"	921	3	9	29
18	50	South	8167	"Krievu Rosmarins"	751	3	9	30
18	51	South	8299	Fireside	795	3	9	31
18	52	South	10162	Norland	967	3	9	32
18	53	South	4179	"KAR 34"	337	3	9	33
18	54	South	9226	Katja	882	3	9	34
18	55	South	7184	S47-23-49	652	3	9	35
18	56	South	5038	Cleopatra	399	3	9	36
18	57	South	5302	"Belle Norman"	487	3	9	37
18	58	South	1158	Kensei	52	3	9	38
18	59	South	1300	"INR 3318"	98	3	9	39
18	60	South	7291	S10-17-58	687	3	9	40
18	61	South	9098	"Koidu Renett"	839	3	9	41
18	62	South	6249	"Ottawa 665"	575	3	9	42
19	1	North	6281	Milwaukee	1230	1	9	43
19	2	North	12034	Wainwright	1151	1	9	44
19	3	North	3199	Senshu	232	1	9	45
19	4	North	4080	"KAR 89"	306	1	9	46
19	5	North	6052	"Bedford Red"	512	1	9	47
19	6	North	10289	Pixie	1009	1	9	48
19	7	North	5070	Dufflin	410	1	9	49
19	8	North	7116	S47-25-48	632	1	9	50
19	9	North	5192	Damelot	451	1	9	51
19	10	North	6119	Crookston	533	1	9	52
19	11	North	6326	S42-38-04	596	1	9	53
19	12	North	1076	Priam	26	1	9	54
19	13	North	9291	"Golden Uralian"	903	1	9	55
19	14	North	3034	"KAZ 96 08-15"	185	1	9	56
19	15	North	4325	Democrat	382	1	9	57
19	16	North	9222	Julyred	881	1	9	58
19	17	North	9300	"Kaiser Wilhelm"	906	1	9	59
19	18	North	10212	Pigeonnet	983	1	9	60
19	19	North	3044	Jonamac	188	1	9	61
19	20	North	11314	"Yellow Delicious"	1132	1	9	62
19	21	North	8198	"Le Bret"	762	1	9	63
19	22	North	11084	"Renetta Dorata"	1056	2	9	41
19	23	North	11320	"Royal Jersey"	1134	2	9	42
19	24	North	4239	"KAR 17"	354	2	9	43
19	25	North	2045	"Kaz 95 10-03F"	1259	2	9	44
19	26	North	6265	S29-13-72	579	2	9	45
19	27	North	2198	Stayman	135	2	9	46
19	28	North	12028	Vienna	1149	2	9	47
19	29	North	11260	Oldenburg	1114	2	9	48
19	30	North	8039	Hibernal	709	2	9	49
19	31	North	4016	"KAS 50"	288	2	9	50
19	32	North	3301	"KAS 62"	264	2	9	51
19	33	North	1310	"Kaz 95 18-14"	1276	2	9	52
19	34	North	5216	Drakenstein	459	2	9	53
19	35	North	9066	"Keegan's Crab"	829	2	9	54
19	36	North	7308	S19-12-42	693	2	9	55
19	37	North	7065	S42-61-05	615	2	9	56
19	38	North	8070	Lindel	719	2	9	57
19	39	North	2260	Clivia	154	2	9	58
19	40	North	4178	"KAR 34"	337	2	9	59
19	41	North	4322	Carola	381	2	9	60
19	42	North	5261	Cheddar	474	3	9	43
19	43	North	3121	"Smith Jonathan"	209	3	9	44
19	44	North	10341	"Noel Deschamps"	1026	3	9	45
19	45	North	8108	Jubillee	732	3	9	46
19	46	North	4301	Bisbee	374	3	9	47
19	47	North	4107	"KAR 51"	315	3	9	48
19	48	North	12092	"Stembridge Cluster"	1169	3	9	49
19	49	North	6262	Greensleeves	1221	3	9	50
19	50	North	3343	"KAR 91"	278	3	9	51
19	51	North	5057	"Bisbee Giant Winesap"	406	3	9	52
19	52	North	1067	Rebella	23	3	9	53
19	53	North	2323	"GMAL 3265"	172	3	9	54
19	54	North	4340	"Charles Ross"	387	3	9	55
19	55	North	8102	"Gold Canel"	730	3	9	56
19	56	North	11116	Mingan	1066	3	9	57
19	57	North	4146	Evangeline	326	3	9	58
19	58	North	5295	Caravel	485	3	9	59
19	59	North	9270	Kamsomolez	897	3	9	60
19	60	North	11131	"Red Cinnamon"	1071	3	9	61
19	61	North	11326	Vilberie	1136	3	9	62
19	62	North	6023	Cartigny	502	3	9	63
19	1	South	4024	"KAS 69"	290	1	9	43
19	2	South	5029	"Crow Egg"	396	1	9	44
19	3	South	8071	Lindel	719	1	9	45
19	4	South	7148	S23-02-626	642	1	9	46
19	5	South	12104	Sharopa	1173	1	9	47
19	6	South	7040	S23-04-462	1236	1	9	48
19	7	South	8043	Heimenhofer	710	1	9	49
19	8	South	6042	"Coast Apple"	508	1	9	50
19	9	South	5014	Blauacher	391	1	9	51
19	10	South	1267	S47-20-005	87	1	9	52
19	11	South	8101	Kendall	729	1	9	53
19	12	South	4207	"KAR 33"	345	1	9	54
19	13	South	2205	Emilia	137	1	9	55
19	14	South	3302	"KAS 62"	264	1	9	56
19	15	South	10068	Ranger	936	1	9	57
19	16	South	9273	Greensleeves	1222	1	9	58
19	17	South	8053	"Laxton's Fortune"	713	1	9	59
19	18	South	2199	Stayman	135	1	9	60
19	19	South	4143	"KAS 42"	325	1	9	61
19	20	South	3022	"Kaz 95 18-02P-33"	1265	1	9	62
19	21	South	1147	"SPA 283"	49	1	9	63
19	22	South	11190	"Reneta Woskowa"	1090	2	9	41
19	23	South	11015	Marachal	1033	2	9	42
19	24	South	9206	Greenchisel	875	2	9	43
19	25	South	6279	"Canada Grise"	583	2	9	44
19	26	South	4156	"KAR 52"	329	2	9	45
19	27	South	6246	"Blue Pearmain"	574	2	9	46
19	28	South	2061	"Kaz 95 07-05"	114	2	9	47
19	29	South	6192	Battleford	556	2	9	48
19	30	South	3080	"Winter Banana"	198	2	9	49
19	31	South	6219	Brunnsapple	565	2	9	50
19	32	South	1026	Pristine	9	2	9	51
19	33	South	5209	"Coconut Crunch"	456	2	9	52
19	34	South	12066	Stroming	1161	2	9	53
19	35	South	8325	"Loop Giant Spy"	804	2	9	54
19	36	South	9131	Huvitus	850	2	9	55
19	37	South	12141	"San Jacinto"	1185	2	9	56
19	38	South	1012	Florina	4	2	9	57
19	39	South	3318	"KAR 93"	269	2	9	58
19	40	South	8020	Holland	702	2	9	59
19	41	South	6053	"Bedford Red"	512	2	9	60
19	42	South	9301	"Kaiser Wilhelm"	906	3	9	43
19	43	South	5205	Caillouett	455	3	9	44
19	44	South	11112	"Oetwiler Renette"	1064	3	9	45
19	45	South	8041	Hibernal	709	3	9	46
19	46	South	3312	"KAS 72"	267	3	9	47
19	47	South	2264	Baldwin	155	3	9	48
19	48	South	13014	"Saivanskaiya(Apple-Tree From Saivan)"	1192	3	9	49
19	49	South	6003	Bemali	496	3	9	50
19	50	South	10236	Porter	991	3	9	51
19	51	South	10158	Mislimka	966	3	9	52
19	52	South	10171	"Ottawa 546"	970	3	9	53
19	53	South	6015	Charlotte	1218	3	9	54
19	54	South	11064	"Magnolia Gold"	1049	3	9	55
19	55	South	5215	"Antonovka Ottawa"	458	3	9	56
19	56	South	2106	"Kaz 95 18-04"	1271	3	9	57
19	57	South	5281	Blairmont	480	3	9	58
19	58	South	8191	"Halberstadter Jungfernapfel"	759	3	9	59
19	59	South	6062	Duchess	515	3	9	60
19	60	South	5262	Cheddar	474	3	9	61
19	61	South	2328	Niedzwetzkyana	1301	3	9	62
19	62	South	4228	"KAR 24"	350	3	9	63
