Row	Tree	Block	nursery_id	PLANTID	apple_id	rGrid	cGrid	pGrid
6	48	North	3079	"Winter Banana"	198	3	3	28
6	49	North	3025	Monroe	183	3	3	29
6	50	North	6149	"Del Cirio"	542	3	3	30
6	51	North	6112	"C'Huero Biz Bras"	531	3	3	31
6	52	North	13077	Sparreholm	1213	3	3	32
6	53	North	3037	"Pacific Gold"	186	3	3	33
6	54	North	9064	"Lord Seedling"	828	3	3	34
6	55	North	11071	"Pott's Seedling"	1052	3	3	35
6	56	North	2188	"KAZ 96 01-03"	132	3	3	36
6	57	North	4071	"KAS 67"	1227	3	3	37
6	58	North	3335	"KAS 57"	275	3	3	38
6	59	North	4121	"KAR 108"	318	3	3	39
6	60	North	10058	Northwood	933	3	3	40
6	61	North	11335	"Surpasse Frequin"	1139	3	3	41
6	62	North	12116	Slocan	1177	3	3	42
8	1	North	8241	Fillbarrel	776	1	4	22
8	2	North	1155	Honeycrisp	1223	1	4	23
8	3	North	5282	Bouteille	481	1	4	24
8	4	North	8036	Jonathan	708	1	4	25
8	5	North	6151	Boche	543	1	4	26
8	6	North	11161	"Pumpkin Sweet"	1081	1	4	27
8	7	North	12089	Safstaholm	1168	1	4	28
8	8	North	7038	S23-04-462	1236	1	4	29
8	9	North	9153	Elektra	858	1	4	30
8	10	North	9315	"Harry Masters Jersey"	911	1	4	31
8	11	North	3251	"Geneva early"	247	1	4	32
8	12	North	11257	"Ottawa 4"	1113	1	4	33
8	13	North	4092	"KAS 70"	310	1	4	34
8	14	North	3193	Eden	230	1	4	35
8	15	North	4094	"KAR 81"	311	1	4	36
8	16	North	10035	Nehou	925	1	4	37
8	17	North	4193	"KAS 20"	342	1	4	38
8	18	North	8033	Krapchatoe	707	1	4	39
8	19	North	8189	"Halberstadter Jungfernapfel"	759	1	4	40
8	20	North	5256	"Crimson Bramley"	472	1	4	41
8	21	North	12049	"White Jersey"	1156	1	4	42
8	22	North	13090	Ambrosia	1216	2	4	21
8	23	North	11329	"Seestermuher Zitronenapfel"	1137	2	4	22
8	24	North	2234	"Cox's Orange Pippin"	146	2	4	23
8	25	North	7101	S42-48-06	627	2	4	24
8	26	North	3196	"Coxs Orange"	231	2	4	25
8	27	North	8079	"Golden Winesap"	722	2	4	26
8	28	North	9276	"Exeter Cross"	898	2	4	27
8	29	North	8006	S19-17-31	698	2	4	28
8	30	North	9243	Lobo	888	2	4	29
8	31	North	7048	S47-24-47	609	2	4	30
8	32	North	10013	Luke	918	2	4	31
8	33	North	10215	"Ottawa 271"	984	2	4	32
8	34	North	1196	Holly	65	2	4	33
8	35	North	1104	"8B 14 56"	35	2	4	34
8	36	North	10061	"Ottawa 292"	934	2	4	35
8	37	North	1290	"SJC 8444-2"	95	2	4	36
8	38	North	10178	"Oekonomierat Echter-meyer"	973	2	4	37
8	39	North	3271	Jerseyred	254	2	4	38
8	40	North	4028	"KAR 88"	292	2	4	39
8	41	North	3172	Haralson	223	2	4	40
8	42	North	13110	SweeTango	1232	3	4	22
8	43	North	11287	Maude	1123	3	4	23
8	44	North	9213	"Heyer #2"	878	3	4	24
8	45	North	11308	"Twistbody Jersey"	1130	3	4	25
8	46	North	3028	Djulabia	184	3	4	26
8	47	North	11069	Paragon	1051	3	4	27
8	48	North	6026	"Berner Rosen"	503	3	4	28
8	49	North	11254	Obilnoye	1112	3	4	29
8	50	North	10049	Renown	930	3	4	30
8	51	North	5306	"Champagne Reinette"	489	3	4	31
8	52	North	11213	Mariborka	1098	3	4	32
8	53	North	11077	"Mannington Pearmain"	1054	3	4	33
8	54	North	12074	"William Crump"	1163	3	4	34
8	55	North	11242	Nico	1108	3	4	35
8	56	North	8096	"Graue Renette Von Zabergau"	728	3	4	36
8	57	North	9264	"Kidd's Orange Red"	895	3	4	37
8	58	North	4220	"KAR 37"	348	3	4	38
8	59	North	4200	"KAS 6"	343	3	4	39
8	60	North	9048	Ivan	823	3	4	40
8	61	North	9006	Kitanosachi	809	3	4	41
8	62	North	12050	"White Jersey"	1156	3	4	42
10	1	North	1312	"Kaz 95 18-14"	1276	1	5	22
10	2	North	1234	Ambrosia	1216	1	5	23
10	3	North	9130	Huvitus	850	1	5	24
10	4	North	3331	"KAR 86"	274	1	5	25
10	5	North	5072	Aivania	411	1	5	26
10	6	North	5109	Chautauqua	423	1	5	27
10	7	North	12013	Spasserud	1144	1	5	28
10	8	North	10203	"Mitschurins Samenloser"	980	1	5	29
10	9	North	4244	"KAR 25"	356	1	5	30
10	10	North	8333	Kingjon	807	1	5	31
10	11	North	8321	Griffith	803	1	5	32
10	12	North	9250	"Grise Dieppoise"	890	1	5	33
10	13	North	10337	"Pomme Cloche"	1025	1	5	34
10	14	North	8246	Idajon	778	1	5	35
10	15	North	3139	"Reinette Simirenko"	213	1	5	36
10	16	North	9160	"Elisa Ratkee"	860	1	5	37
10	17	North	10274	Lurared	1004	1	5	38
10	18	North	7041	S23-06-129	1237	1	5	39
10	19	North	2074	"KAZ 93-19-02"	116	1	5	40
10	20	North	11137	Nugget	1073	1	5	41
10	21	North	10179	"Oekonomierat Echter-meyer"	973	1	5	42
10	22	North	13106	SweeTango	1232	2	5	21
10	23	North	5225	"Crawley Reinette"	462	2	5	22
10	24	North	11099	Norhey	1061	2	5	23
10	25	North	3242	"KAS 21"	244	2	5	24
10	26	North	10175	"Pomme Raisin"	972	2	5	25
10	27	North	9165	"Hubbardston Nonsuch"	862	2	5	26
10	28	North	5250	"Barkley Rome"	470	2	5	27
10	29	North	6292	Jonasty	587	2	5	28
10	30	North	3313	"KAR 80"	268	2	5	29
10	31	North	1185	Piflora	61	2	5	30
10	32	North	12023	"Stone Pippin"	1147	2	5	31
10	33	North	7092	S42-08-08	624	2	5	32
10	34	North	4268	"KAR 14"	363	2	5	33
10	35	North	7173	S23-14-46	649	2	5	34
10	36	North	9099	"Ernst Bosch"	840	2	5	35
10	37	North	13073	Uljanisceva	1212	2	5	36
10	38	North	8171	Kestrel	753	2	5	37
10	39	North	4172	"Sid the Kid"	335	2	5	38
10	40	North	7299	S10-16-14	690	2	5	39
10	41	North	4253	"Black Pearl"	358	2	5	40
10	42	North	13130	Honeycrisp	1223	3	5	22
10	43	North	8042	Heimenhofer	710	3	5	23
10	44	North	12032	Sipolins	1150	3	5	24
10	45	North	7182	S47-23-49	652	3	5	25
10	46	North	2206	Petrel	138	3	5	26
10	47	North	11005	"Lorna Doone"	1030	3	5	27
10	48	North	10103	Mantuanskoye	948	3	5	28
10	49	North	7269	S38-03-15	680	3	5	29
10	50	North	4055	"KAR 104"	299	3	5	30
10	51	North	8282	Lemoen	790	3	5	31
10	52	North	4185	"KAR 16"	339	3	5	32
10	53	North	2215	"Red Apple"	141	3	5	33
10	54	North	1239	NY75413	78	3	5	34
10	55	North	11095	Martha	1060	3	5	35
10	56	North	6046	Charden	510	3	5	36
10	57	North	1214	MN1797	71	3	5	37
10	58	North	2341	Jonagold	176	3	5	38
10	59	North	11047	Milton	1044	3	5	39
10	60	North	11312	Starking	1131	3	5	40
10	61	North	6307	Charlotte	1217	3	5	41
10	62	North	6179	Diana	552	3	5	42
12	1	North	1116	Keepsake	39	1	6	22
12	2	North	3214	SweeTango	1232	1	6	23
12	3	North	2317	Empire	171	1	6	24
12	4	North	5297	Brettacher	486	1	6	25
12	5	North	6241	"Bashkirian Beauty"	573	1	6	26
12	6	North	6196	Alexander	558	1	6	27
12	7	North	6290	"Ottawa 381"	586	1	6	28
12	8	North	1166	McShay	55	1	6	29
12	9	North	9060	Ermak	827	1	6	30
12	10	North	7293	S16-06-84	688	1	6	31
12	11	North	10286	Oxbo	1008	1	6	32
12	12	North	5039	"Dubbele Zoete Aagt"	400	1	6	33
12	13	North	5123	Brazil	428	1	6	34
12	14	North	10133	"Minister von Hammerstein"	958	1	6	35
12	15	North	12017	"Schoner aus Miltenberg"	1145	1	6	36
12	16	North	6155	Conrad	544	1	6	37
12	17	North	8093	"Lord Lambourne"	727	1	6	38
12	18	North	3049	"GMAL 3223"	190	1	6	39
12	19	North	12061	"Tydemans Early Worcester"	1160	1	6	40
12	20	North	6160	Acme	546	1	6	41
12	21	North	1139	11W-19-18	47	1	6	42
12	22	North	13127	Honeycrisp	1223	2	6	21
12	23	North	9219	"Late Strawberry"	880	2	6	22
12	24	North	4053	"KAR 110"	298	2	6	23
12	25	North	1073	"Co-op 28"	25	2	6	24
12	26	North	11158	"Mill End"	1080	2	6	25
12	27	North	8144	Jamba	744	2	6	26
12	28	North	1044	"Co-op 29"	15	2	6	27
12	29	North	4169	"KAS 41"	334	2	6	28
12	30	North	9204	Greenchisel	875	2	6	29
12	31	North	2242	"Marshall McIntosh"	148	2	6	30
12	32	North	13071	"Tohoku 2"	1211	2	6	31
12	33	North	9183	Linda	868	2	6	32
12	34	North	3340	Masonova	277	2	6	33
12	35	North	8223	"Golden Russet"	770	2	6	34
12	36	North	2322	"Kaz 95 18-10"	1275	2	6	35
12	37	North	5066	"Bodil Neergaard"	409	2	6	36
12	38	North	6013	Charlotte	1218	2	6	37
12	39	North	13067	Smokehouse	1210	2	6	38
12	40	North	11017	"Nitschners Erdbeerapfel"	1034	2	6	39
12	41	North	1014	Liberty	5	2	6	40
12	42	North	13088	Ambrosia	1216	3	6	22
12	43	North	6098	Beacon	527	3	6	23
12	44	North	5201	Cranzhevoje	454	3	6	24
12	45	North	6250	"Tom McLean"	576	3	6	25
12	46	North	7113	S47-21-29	631	3	6	26
12	47	North	3100	"KAZ 96 08-17"	1292	3	6	27
12	48	North	1178	Priscilla	59	3	6	28
12	49	North	12040	Sundance	1153	3	6	29
12	50	North	9093	Herma	838	3	6	30
12	51	North	11002	"Norfolk Royal"	1029	3	6	31
12	52	North	7180	S23-03-749	651	3	6	32
12	53	North	7147	S23-02-626	642	3	6	33
12	54	North	3010	"Yellow Transparent"	179	3	6	34
12	55	North	7072	S42-28-05	617	3	6	35
12	56	North	2020	"Kaz 95 18-05"	1272	3	6	36
12	57	North	3146	"KAZ 95 08-06"	215	3	6	37
12	58	North	9135	"Ikorocavka Alaja"	852	3	6	38
12	59	North	12058	Wright	1159	3	6	39
12	60	North	11026	Redgold	1037	3	6	40
12	61	North	9235	"Jones Favorite"	885	3	6	41
12	62	North	11086	Malabols	1057	3	6	42
14	1	North	11028	Redgold	1037	1	7	22
14	2	North	13128	Honeycrisp	1223	1	7	23
14	3	North	9177	Longfield	866	1	7	24
14	4	North	3232	MN1849	241	1	7	25
14	5	North	9147	"Gloria Mundi"	856	1	7	26
14	6	North	1260	"SJC 658"	85	1	7	27
14	7	North	5096	"Early Banta"	419	1	7	28
14	8	North	13008	Slor	1190	1	7	29
14	9	North	3115	"Medaille d'Or"	207	1	7	30
14	10	North	2227	"Redspur Delicious"	145	1	7	31
14	11	North	13037	"Beautiful Arcade"	1200	1	7	32
14	12	North	1106	MN1839	36	1	7	33
14	13	North	6313	Sinta	1238	1	7	34
14	14	North	3166	Megumi	221	1	7	35
14	15	North	9324	Primrouge	914	1	7	36
14	16	North	12107	"Rubra Precoce Breviglieri"	1174	1	7	37
14	17	North	11227	Melba	1103	1	7	38
14	18	North	1115	Keepsake	39	1	7	39
14	19	North	8087	Jonagram	725	1	7	40
14	20	North	10235	Porter	991	1	7	41
14	21	North	6193	"Amere de Bellevue"	557	1	7	42
14	22	North	13089	Ambrosia	1216	2	7	21
14	23	North	9294	Jouveaux	904	2	7	22
14	24	North	3163	"Sweet Delicious"	220	2	7	23
14	25	North	10256	Primate	998	2	7	24
14	26	North	10026	"Lyman Prolific"	922	2	7	25
14	27	North	4250	"Heart of Gold"	357	2	7	26
14	28	North	6049	"Cestra Belferkitaika"	511	2	7	27
14	29	North	11156	"Northern Lights"	1079	2	7	28
14	30	North	5103	"Coe's Golden Drop"	421	2	7	29
14	31	North	4226	"KAR 24"	350	2	7	30
14	32	North	5159	"Court Pendu"	440	2	7	31
14	33	North	8303	Gales	797	2	7	32
14	34	North	1025	Pristine	9	2	7	33
14	35	North	8136	"Ellis Bitter"	741	2	7	34
14	36	North	8061	"Inducoa No. II"	716	2	7	35
14	37	North	9033	Huidobro	818	2	7	36
14	38	North	2305	"Kaz 95 18-09"	168	2	7	37
14	39	North	11266	Lowry	1116	2	7	38
14	40	North	7303	S10-16-48	691	2	7	39
14	41	North	3293	"KAS 73"	261	2	7	40
14	42	North	13111	SweeTango	1232	3	7	22
14	43	North	2006	"KAZ 96 08-01P-29"	104	3	7	23
14	44	North	7063	S47-20-38	614	3	7	24
14	45	North	9088	Holstein	836	3	7	25
14	46	North	6322	S47-24-04	595	3	7	26
14	47	North	9019	"King David"	813	3	7	27
14	48	North	11215	"Pervenec Samarkanda"	1099	3	7	28
14	49	North	3224	Empress	239	3	7	29
14	50	North	10268	Odin	1002	3	7	30
14	51	North	12064	Stroming	1161	3	7	31
14	52	North	10041	"Pup's Jeannette"	927	3	7	32
14	53	North	5228	"Autumn Arctic"	463	3	7	33
14	54	North	10010	"Rosu de Cluj"	917	3	7	34
14	55	North	10196	"Red Sauce"	978	3	7	35
14	56	North	12080	"Tom Putt"	1165	3	7	36
14	57	North	9022	"La Paix"	814	3	7	37
14	58	North	6041	"Coast Apple"	508	3	7	38
14	59	North	6181	"Belle Fille"	553	3	7	39
14	60	North	2048	"Kaz 95 06-08"	1250	3	7	40
14	61	North	12037	Williams	1152	3	7	41
14	62	North	1215	MN1797	71	3	7	42
16	1	North	4008	"KAS 76"	285	1	8	22
16	2	North	13087	Ambrosia	1216	1	8	23
16	3	North	7290	S10-17-58	687	1	8	24
16	4	North	4232	"KAR 30"	352	1	8	25
16	5	North	12071	Sinta	1239	1	8	26
16	6	North	6320	S47-21-33	594	1	8	27
16	7	North	6284	"Gala Must Regal Prince"	584	1	8	28
16	8	North	7105	S47-21-84	628	1	8	29
16	9	North	12046	"Zoete Ermgaard"	1155	1	8	30
16	10	North	5177	"Cornish Gilliflower"	446	1	8	31
16	11	North	11134	"Reine des Pommes"	1072	1	8	32
16	12	North	7050	S47-25-72	610	1	8	33
16	13	North	3160	"KAZ 96 06-01P-28"	219	1	8	34
16	14	North	1322	"Kaz 95 18-10"	1274	1	8	35
16	15	North	13029	Snow	1197	1	8	36
16	16	North	9195	"Frequin Lacaille"	872	1	8	37
16	17	North	2302	"Granny Smith"	167	1	8	38
16	18	North	8051	"Laxton's Fortune"	713	1	8	39
16	19	North	3171	"Golden Delicious"	222	1	8	40
16	20	North	5106	Brusnichnoe	422	1	8	41
16	21	North	9084	"Lambrook Pippin"	835	1	8	42
16	22	North	13109	SweeTango	1232	2	8	21
16	23	North	11200	Lovell	1094	2	8	22
16	24	North	1280	"Cotton Candy"	92	2	8	23
16	25	North	12146	Spencer	1187	2	8	24
16	26	North	10043	Marquesa	928	2	8	25
16	27	North	4319	"Colby Baldwin"	380	2	8	26
16	28	North	3257	"KAS 11"	249	2	8	27
16	29	North	5153	"Beverly Hills"	438	2	8	28
16	30	North	4142	"KAS 42"	325	2	8	29
16	31	North	6019	Akin	501	2	8	30
16	32	North	11206	Redhook	1096	2	8	31
16	33	North	5280	Blairmont	480	2	8	32
16	34	North	7284	S19-15-03	685	2	8	33
16	35	North	3074	Domaine	196	2	8	34
16	36	North	11248	"Red Canel"	1110	2	8	35
16	37	North	9307	Feuillard	908	2	8	36
16	38	North	8081	"Frequin Audievre"	723	2	8	37
16	39	North	10244	Nittany	994	2	8	38
16	40	North	3089	"GMAL 1750"	200	2	8	39
16	41	North	3259	Orin	250	2	8	40
16	42	North	13135	Honeycrisp	1223	3	8	22
16	43	North	6310	Korona	592	3	8	23
16	44	North	9255	"Kerry Pippin"	892	3	8	24
16	45	North	3041	"Finson's Orange"	187	3	8	25
16	46	North	8021	"Hardy Cumberland"	703	3	8	26
16	47	North	11150	Puregold	1077	3	8	27
16	48	North	2204	Emilia	137	3	8	28
16	49	North	1218	Arlet	72	3	8	29
16	50	North	2101	"Kaz 95 09-02F"	121	3	8	30
16	51	North	1253	Reglindis	83	3	8	31
16	52	North	10284	Maunzenapfel	1007	3	8	32
16	53	North	2125	"KAZ 96 09-05"	1299	3	8	33
16	54	North	8279	Lande	789	3	8	34
16	55	North	3238	Hokuto	243	3	8	35
16	56	North	7054	S47-21-25	611	3	8	36
16	57	North	4082	"KAR 84"	307	3	8	37
16	58	North	6253	Cannonball	577	3	8	38
16	59	North	1061	Judeline	21	3	8	39
16	60	North	8307	"Hall Keeper"	798	3	8	40
16	61	North	11066	Notaire	1050	3	8	41
16	62	North	8284	Lemoen	790	3	8	42
18	1	North	2200	"Northern Spy"	136	1	9	22
18	2	North	13107	SweeTango	1232	1	9	23
18	3	North	5324	"Early Joe"	495	1	9	24
18	4	North	3124	"KAZ 93-42-01"	210	1	9	25
18	5	North	2293	Delicious	164	1	9	26
18	6	North	1229	Redstarkingvale	76	1	9	27
18	7	North	7297	S19-10-04	689	1	9	28
18	8	North	6247	"Ottawa 665"	575	1	9	29
18	9	North	7170	S29-05-38	648	1	9	30
18	10	North	3268	Sayaka	253	1	9	31
18	11	North	3323	"Rogers Mac"	271	1	9	32
18	12	North	1157	Kensei	52	1	9	33
18	13	North	3246	Akane	245	1	9	34
18	14	North	12076	"Signe Tillisch"	1164	1	9	35
18	15	North	10325	"Messire Jacques"	1021	1	9	36
18	16	North	6028	"Doux Normandie"	504	1	9	37
18	17	North	1110	"SJCA 14R3A108"	37	1	9	38
18	18	North	9169	"Golden Nugget"	863	1	9	39
18	19	North	1284	"K: 1107"	93	1	9	40
18	20	North	10079	Oriole	940	1	9	41
18	21	North	8024	Joan	704	1	9	42
18	22	North	1156	Honeycrisp	1223	2	9	21
18	23	North	7213	S47-21-24	661	2	9	22
18	24	North	11092	Rougemont	1059	2	9	23
18	25	North	5051	Alpinist	404	2	9	24
18	26	North	5045	Crollon	402	2	9	25
18	27	North	7029	S14-15-72	1235	2	9	26
18	28	North	7131	S20-07-41	637	2	9	27
18	29	North	10223	"Red Spy"	987	2	9	28
18	30	North	6256	Ribston	1233	2	9	29
18	31	North	5189	"Collamer Twenty Ounce"	450	2	9	30
18	32	North	8234	Lakeland	774	2	9	31
18	33	North	6226	"Annie Elizabeth"	568	2	9	32
18	34	North	13040	"Nova Russet"	1201	2	9	33
18	35	North	11231	"Rose de Benauge"	1104	2	9	34
18	36	North	3130	"GMAL 3244"	211	2	9	35
18	37	North	8073	Korallo	720	2	9	36
18	38	North	11179	"Peypring Cerueuko"	1087	2	9	37
18	39	North	11041	"Roter Eiserapfel"	1042	2	9	38
18	40	North	6223	Bietigheimer	567	2	9	39
18	41	North	7143	S23-03-20	641	2	9	40
18	42	North	13091	Ambrosia	1216	3	9	22
18	43	North	5120	Blair	427	3	9	23
18	44	North	5301	"Belle Norman"	487	3	9	24
18	45	North	2104	"Kaz 95 18-04"	1271	3	9	25
18	46	North	7188	S12-31-18	654	3	9	26
18	47	North	10172	Niagara	971	3	9	27
18	48	North	11044	"Lubec #1"	1043	3	9	28
18	49	North	6211	Dunning	563	3	9	29
18	50	North	2311	"KAZ 96 07-10"	170	3	9	30
18	51	North	10109	Reta	950	3	9	31
18	52	North	5285	"Court Royal"	482	3	9	32
18	53	North	1041	"CBR 4T 29"	14	3	9	33
18	54	North	12025	"Teign Harvey"	1148	3	9	34
18	55	North	11009	"Malt Bagaevskii"	1031	3	9	35
18	56	North	3077	"GMAL 2251"	197	3	9	36
18	57	North	9201	Kemp	874	3	9	37
18	58	North	10334	Pederstrup	1024	3	9	38
18	59	North	2278	"Fuji Red Sport Type 2"	160	3	9	39
18	60	North	8271	"Geoagiu 21"	786	3	9	40
18	61	North	4059	"KAR 105"	300	3	9	41
18	62	North	4148	"KAR 35"	327	3	9	42
2	1	South	8140	"Golden Reinette"	742	1	1	22
2	2	South	13139	Honeycrisp	1223	1	1	23
2	3	South	5251	"Barkley Rome"	470	1	1	24
2	4	South	8235	Lakeland	774	1	1	25
2	5	South	2019	"Kaz 95 18-08"	107	1	1	26
2	6	South	5227	"Crawley Reinette"	462	1	1	27
2	7	South	5260	"Crimson King"	473	1	1	28
2	8	South	2120	"KAZ 96 02-01P-11"	1280	1	1	29
2	9	South	7067	S42-61-05	615	1	1	30
2	10	South	2271	"Korichnoe Polosatoje"	157	1	1	31
2	11	South	8311	"Gibbs Golden Gage"	799	1	1	32
2	12	South	2103	"Kaz 95 09-02F"	121	1	1	33
2	13	South	4123	"KAR 108"	318	1	1	34
2	14	South	5076	Edelborsdorfer	412	1	1	35
2	15	South	5148	"American Forestier"	436	1	1	36
2	16	South	6311	Korona	592	1	1	37
2	17	South	5071	Dufflin	410	1	1	38
2	18	South	12024	"Stone Pippin"	1147	1	1	39
2	19	South	4231	"KAR 5"	351	1	1	40
2	20	South	3201	Senshu	232	1	1	41
2	21	South	8302	Goldjon	796	1	1	42
2	22	South	13093	Ambrosia	1216	2	1	21
2	23	South	1186	Piflora	61	2	1	22
2	24	South	4234	"KAR 30"	352	2	1	23
2	25	South	4072	"KAS 67"	1227	2	1	24
2	26	South	7214	S47-21-24	661	2	1	25
2	27	South	11331	"Seestermuher Zitronenapfel"	1137	2	1	26
2	28	South	3002	"Mollie's Delicious"	177	2	1	27
2	29	South	8203	"Grosse Mouche"	763	2	1	28
2	30	South	13027	Suislepper	1196	2	1	29
2	31	South	9234	"Jones Favorite"	885	2	1	30
2	32	South	12117	Slocan	1177	2	1	31
2	33	South	3264	Red-Del-Stark	251	2	1	32
2	34	South	5284	Bouteille	481	2	1	33
2	35	South	2210	"Nova Easygro"	139	2	1	34
2	36	South	4162	"KAS 48"	331	2	1	35
2	37	South	9185	Linda	868	2	1	36
2	38	South	7012	S23-06-133	600	2	1	37
2	39	South	4222	"KAR 37"	348	2	1	38
2	40	South	6225	Bietigheimer	567	2	1	39
2	41	South	5230	"Autumn Arctic"	463	2	1	40
2	42	South	13124	SweeTango	1232	3	1	22
2	43	South	12138	Sensacion	1184	3	1	23
2	44	South	11240	"Potter Cox"	1107	3	1	24
2	45	South	8110	Jubillee	732	3	1	25
2	46	South	10261	Muz-alma	999	3	1	26
2	47	South	6059	Dakota	514	3	1	27
2	48	South	10084	"Reinette do Chenee"	941	3	1	28
2	49	South	5155	"Beverly Hills"	438	3	1	29
2	50	South	10335	Pederstrup	1024	3	1	30
2	51	South	9199	"King of the Pippins"	873	3	1	31
2	52	South	1327	"KAZ 96 03-11"	101	3	1	32
2	53	South	5062	"Dermen Black Stayman"	407	3	1	33
2	54	South	4269	"KAR 14"	363	3	1	34
2	55	South	4087	"KAS 40"	308	3	1	35
2	56	South	7049	S47-24-47	609	3	1	36
2	57	South	10180	"Oekonomierat Echter-meyer"	973	3	1	37
2	58	South	4258	"KAR 26"	359	3	1	38
2	59	South	4338	"Coombs Wealthy"	386	3	1	39
2	60	South	3336	"KAS 57"	275	3	1	40
2	61	South	4003	"KAS 63"	283	3	1	41
2	62	South	2154	"Kaz 95 09-03F"	129	3	1	42
4	1	South	11187	Ogden	1089	1	2	22
4	2	South	13095	Ambrosia	1216	1	2	23
4	3	South	11210	"Oratia Beauty"	1097	1	2	24
4	4	South	10167	"Pfirsichroter Sommerapfel"	969	1	2	25
4	5	South	13056	Tayeshnoe	1206	1	2	26
4	6	South	9271	Kamsomolez	897	1	2	27
4	7	South	2247	"KAZ 93-24-01"	149	1	2	28
4	8	South	12011	"Teint Fraise"	1143	1	2	29
4	9	South	3165	"Sweet Delicious"	220	1	2	30
4	10	South	6050	"Cestra Belferkitaika"	511	1	2	31
4	11	South	8293	"Kandil Sinap"	793	1	2	32
4	12	South	11162	"Pumpkin Sweet"	1081	1	2	33
4	13	South	9263	"John Standish"	894	1	2	34
4	14	South	10042	"Pup's Jeannette"	927	1	2	35
4	15	South	5140	"Captain Kidd"	433	1	2	36
4	16	South	5257	"Crimson Bramley"	472	1	2	37
4	17	South	4108	"KAR 51"	315	1	2	38
4	18	South	2124	"Kaz 95 18-02P-31"	1261	1	2	39
4	19	South	2334	"KAZ 96 07-07"	1288	1	2	40
4	20	South	4302	Bisbee	374	1	2	41
4	21	South	10140	Princesa	960	1	2	42
4	22	South	13117	SweeTango	1232	2	2	21
4	23	South	4324	Carola	381	2	2	22
4	24	South	10009	"Morden 363"	916	2	2	23
4	25	South	5104	"Coe's Golden Drop"	421	2	2	24
4	26	South	9065	"Lord Seedling"	828	2	2	25
4	27	South	3059	"GMAL 3163"	193	2	2	26
4	28	South	5197	Britemac	452	2	2	27
4	29	South	9181	Iunost	867	2	2	28
4	30	South	10197	"Red Sauce"	978	2	2	29
4	31	South	10093	Quinte	944	2	2	30
4	32	South	4095	"KAR 81"	311	2	2	31
4	33	South	5239	Chieftain	466	2	2	32
4	34	South	5212	"Early Crimson"	457	2	2	33
4	35	South	8296	"Frequin Tardive de la Sarthe"	794	2	2	34
4	36	South	9055	Garland	825	2	2	35
4	37	South	10104	Mantuanskoye	948	2	2	36
4	38	South	6090	Dulcina	524	2	2	37
4	39	South	2013	"KAZ 96 07-01P-24"	106	2	2	38
4	40	South	11075	Major	1053	2	2	39
4	41	South	8112	"Golden Harvey"	733	2	2	40
4	42	South	13143	Honeycrisp	1223	3	2	22
4	43	South	2324	"GMAL 3265"	172	3	2	23
4	44	South	8242	Fillbarrel	776	3	2	24
4	45	South	5193	Damelot	451	3	2	25
4	46	South	9071	"Golden Noble"	830	3	2	26
4	47	South	10269	Odin	1002	3	2	27
4	48	South	2228	"Redspur Delicious"	145	3	2	28
4	49	South	5247	"Amur Naliv"	469	3	2	29
4	50	South	3182	"Rome Beauty Law"	226	3	2	30
4	51	South	3116	"Medaille d'Or"	207	3	2	31
4	52	South	3249	"Buckeye Gala"	246	3	2	32
4	53	South	10050	Renown	930	3	2	33
4	54	South	8034	Krapchatoe	707	3	2	34
4	55	South	8281	Lande	789	3	2	35
4	56	South	13072	"Tohoku 2"	1211	3	2	36
4	57	South	5097	"Early Banta"	419	3	2	37
4	58	South	2252	"KAZ 93-12-02"	151	3	2	38
4	59	South	3120	"Rosemary Russet"	208	3	2	39
4	60	South	8278	Fallawater	788	3	2	40
4	61	South	10216	"Ottawa 271"	984	3	2	41
4	62	South	4174	"Sid the Kid"	335	3	2	42
6	1	South	9018	"King David"	813	1	3	22
6	2	South	13114	SweeTango	1232	1	3	23
6	3	South	1018	Judaine	6	1	3	24
6	4	South	6080	"Doucet Rouge"	521	1	3	25
6	5	South	11141	"Peau de Vache"	1074	1	3	26
6	6	South	10017	"Rouge Belle de Boskoop"	919	1	3	27
6	7	South	11309	"Twistbody Jersey"	1130	1	3	28
6	8	South	2267	"Cherry Cox"	156	1	3	29
6	9	South	3347	"KAS 65"	279	1	3	30
6	10	South	1212	Blackmac	70	1	3	31
6	11	South	1059	"Romus 3"	20	1	3	32
6	12	South	3269	Sayaka	253	1	3	33
6	13	South	11022	Nubeena	1035	1	3	34
6	14	South	5172	Benoni	444	1	3	35
6	15	South	7250	S38-04-01	673	1	3	36
6	16	South	13009	Slor	1190	1	3	37
6	17	South	8314	"Merton 778"	800	1	3	38
6	18	South	6216	Cole	564	1	3	39
6	19	South	3314	"KAR 80"	268	1	3	40
6	20	South	4135	"KAR 113"	322	1	3	41
6	21	South	10189	Primus	976	1	3	42
6	22	South	13145	Honeycrisp	1223	2	3	21
6	23	South	6210	Bramley	562	2	3	22
6	24	South	2085	"Kaz 95 05-01P-25"	118	2	3	23
6	25	South	10297	"Reinette Grise"	1011	2	3	24
6	26	South	3294	"KAS 73"	261	2	3	25
6	27	South	9316	"Harry Masters Jersey"	911	2	3	26
6	28	South	9203	Kemp	874	2	3	27
6	29	South	10227	"Reveles Bumbierabols"	988	2	3	28
6	30	South	13035	"Stahls Prinz"	1199	2	3	29
6	31	South	2337	"Antonovka 1.5 pounds"	174	2	3	30
6	32	South	10015	Luke	918	2	3	31
